"txt_cleaned","incivility","DIC","doc"
"行政長官候選人林鄭月娥出席社聯舉辦的論壇，十多個民間組織到場請願。 由於林鄭月娥乘坐的車直接駛入社聯大廈，",0,0,"行政長官 候選人 林鄭月娥 出席 社聯 舉辦 的 論壇 十多個 民間 組織 到場 請願 由於 林鄭月娥 乘坐 的車 直接 駛入 社聯 大廈"
"仆街啦，死黑警",3,1,"仆街 啦 死 黑警"
"點解抱怨留係屋企? 政府都無強制禁止出街宜家出街根本係超級安全",0,0,"點解 抱怨 留係 屋企 政府 都 無 強制 禁止 出街 宜家 出街 根本 係 超級 安全"
"曱甴們,家下微軟創辦人讚中國呀,仲唔快罷用windows",2,1,"曱甴 們 家下 微軟 創辦人 讚 中國 呀 仲唔 快 罷用"
"可唔可以加入埋 ""反色情"" !?",0,0,"可唔可以 加 入埋 反 色情"
"天下烏鴉一樣黑，不過有d毛色黑少少。;p",0,0,"天下烏鴉一樣黑 不過 有 毛色 黑 少少"
"講唔幾句就爆粗，廢青質素高到呢",2,1,"講唔 幾句 就 爆粗 廢青 質素 高到 呢"
"借位［重要］外媒贊我地玩人鏈唱karaoke式抗爭我系香港人呀屌<U+FFFC>香港人繼續自high 啦 繼續今天我 又比d 掌聲自己屌你地老母 <U+FFFC>出面行動post 又唔見你地推得咁落力<U+FFFC>十幾個國歌post <U+FFFC>twitter 又全部國歌新屋嶺義士呢？twitter 文宣又唔宣掦新屋嶺義士被打強姦情況<U+FFFC>義士正式成為condom新屋嶺系核彈 港版集中營全世界集中火力 tag #sunukling # chinazi #xinjiang #policestate #warcrime提提大家人權法唔系100%通過<U+FFFC>可以加辣亦可以減辣之前就受害者模式依家就勝利者模式唱國歌你估依家美國會唔會幫你加辣<U+FFFC><U+FFFC><U+FFFC>未通過之前好心大家扮下野啦 繼續唱美國國歌 揮美國國旗同埋做好文宣 咩都好形造到我地有幾慘得幾慘",1,1,"借位 重要 外媒 贊 我地 玩 人鏈 唱 式 抗爭 我系 香港人 呀 屌 香港人 繼續 自high 啦 繼續 今天 我 又 比 掌聲 自己 屌你 地 老母 出面 行動 又 唔見 你地 推 得咁 落力 十幾個 國歌 又 全部 國歌 新屋嶺 義士 呢 文宣 又唔 宣 掦 新屋嶺 義士 被打 強姦 情況 義士 正式 成為 新屋嶺 系 核彈 港版 集中營 全世界 集中火力 提提 大家 人權法 唔系 通過 可以 加辣 亦 可以 減辣 之前 就 受害者 模式 依家 就 勝利者 模式 唱 國歌 你估 依家 美國 會 唔會 幫 你 加辣 未 通過 之前 好心 大家 扮下 野啦 繼續 唱 美國 國歌 揮 美國 國旗 同埋 做好 文宣 咩都好 形 造到 我地 有 幾慘 得 幾慘"
"成為香港警察-&gt;參與驅散或拘捕行動你以為現場真係咁多警察?",0,0,"成為 香港 警察 參與 驅散 或 拘捕 行動 你 以為 現場 真係 咁多 警察"
"周同學被班狗耽誤咗救援時間，梁烈士比政權迫死，呢啲係人所共知嘅事實，講緊所謂嘅冇證據係不停「被自殺」嘅人，真係屌你都廢鳩事。",1,1,"周 同學 被班狗 耽誤 咗 救援 時間 梁 烈士 比 政權 迫死 呢啲 係 人所共知 嘅 事實 講緊 所謂 嘅 冇證據 係 不停 被自殺 嘅 人 真係 屌你 都 廢鳩 事"
"大家想唔想抓到五毛（真人）,我有方法https://lih.kg/1469807- 分享自 lihkg 討論區",2,1,"大家 想唔想 抓到 五毛 真人 我 有 方法 分享 自 討論區"
"只要我還是總統??但係佢會同梅德韋傑夫玩換位係咪每4次就可以合法4年",0,0,"只要 我 還是 總統 但係 佢 會同 梅德韋 傑夫 玩 換位 係咪 每 次 就 可以 合法 年"
"呆灣買法國礦泉水洗衫沖涼咪得囉;p:",0,0,"呆灣 買 法國 礦泉水 洗衫 沖涼 咪得 囉"
"屌，又冇老解",1,1,"屌 又 冇 老解"
"hk01 支那人",2,1,"支那人"
"tesla係美國好多癲佬好迷嘅外型都夠班鬼佬打j",0,1,"係 美國 好多 癲佬 好迷 嘅 外型 都 夠班 鬼佬 打"
"屌! 話之佢譴啦！明白嘅就明，只要唔係好似白衣人咁無差別，只要有特定目標，民意唔會逆轉。",1,1,"屌 話之佢 譴啦 明白嘅 就明 只要 唔係 好似 白衣 人 咁 無 差別 只要 有 特定 目標 民意 唔會 逆轉"
"呢條撚樣, 咁大年紀, 真系白白做人",1,1,"呢條 撚樣 咁大 年紀 真系 白白 做人"
"一到夜晚啲分化撚就上晒水，只要佢一日幫我地一日都係戰友",3,1,"一到 夜晚 啲 分化 撚 就 上晒 水 只要 佢 一日 幫我 地 一日 都係 戰友"
"睇慣波都知，作客當主場，比人大屠殺好正常！:",0,0,"睇 慣波 都知 作客 當 主場 比人 大屠殺 好正常"
"咁講啦, 勞斯萊斯係好車. 問題係鄉下根本連路未有, 點楂啊? 所以只可以講係牛車好d定馬車好d, 點都好過手推車, 人力車囉.民主既前提係法治, 法治既前提係教育. 要社會既大多數人都唔會因利廢法, 咁先會有法治, 然後先推行到民主. 在此之前, 最可行同最實際既, 就只係點樣獨裁法先最好.中國人既問題係兒童教育落後, 所以大個咗之後就只知利益, 不知法度. 無法有效出產廉潔既官員, 就不可能會有一個清廉既政府, 冇清廉既政府, 就行乜制度都冇用. 莫講話大陸, 香港出唔出到好官都成問題, 一個馬照跑, 舞照跳既社羣, 出唔到好官係好正常. 以前殖民地好係因為主要官員來自英國. 跑馬跳舞唔係英國人既文化, 所以人地出到d唔會因利而廢法既官員.先有好既人民, 然後先會有好既官, 好既政府, 然後先可以揀選最合理既制度. 呢個先係西方人行出黎既民主道路. 西方民主根本無須推翻前朝.",0,0,"咁講 啦 勞斯萊斯 係 好車 問題 係 鄉下 根本 連路 未有 點楂 啊 所以 只可 以講 係 牛車 好 定 馬車 好 點都 好過 手推車 人力 車 囉 民主 既 前提 係 法治 法治 既 前提 係 教育 要 社會 既 大多數 人 都 唔會 因利 廢法 咁 先會 有 法治 然後 先 推行 到 民主 在此 之前 最可行 同 最實際 既 就 只係 點樣 獨裁 法先 最好 中國人 既 問題 係 兒童 教育 落後 所以 大個 咗 之後 就 只知 利益 不知 法度 無法有效 出產 廉潔 既 官員 就 不可能 會有 一個 清廉 既 政府 冇 清廉 既 政府 就行 乜 制度 都 冇用 莫 講話 大陸 香港 出唔出到 好官 都 成問題 一個 馬照跑 舞照跳 既 社羣 出唔到 好官 係 好正常 以前 殖民地 好係 因為 主要 官員 來自 英國 跑馬 跳舞 唔係 英國人 既 文化 所以 人地 出到 唔會 因利 而 廢法 既 官員 先有 好 既 人民 然後 先會 有 好 既 官 好 既 政府 然後 先可 以 揀選 最 合理 既 制度 呢個 先係 西方人 行出黎 既 民主 道路 西方 民主 根本 無須 推翻 前朝"
"斷佢經濟命脈",0,0,"斷 佢 經濟 命脈"
"得十幾個黑警受傷都好意思拎出黎講",2,1,"得 十幾個 黑警 受傷 都好 意思 拎 出 黎講"
"果副幪面超人w fang都3, 4百蚊啦, 我都唔捨得買呀",0,0,"果 副 幪面超人 都 百蚊 啦 我 都 唔捨得 買 呀"
"唔係呀! 我的那班熱愛民主的同學仔肯放下對中共那麼多年的偏見, 回國發展, 很多都撈得不錯.起碼讀完的書有用武之地比起你所提及的菲律賓人做入口勞工, 做不到學校所校的事呢!",0,0,"唔係呀 我 的 那班 熱愛 民主 的 同學仔 肯 放下 對 中共 那麼 多年 的 偏見 回國 發展 很多 都 撈得 不錯 起碼 讀完 的 書 有 用武之地 比起 你 所 提及 的 菲律賓人 做 入口 勞工 做不到 學校 所校 的 事 呢"
"【為天琦刑期上訴眾籌】各位愛護天琦的香港人：相信大家一直有關注天琦的消息，他的刑期上訴聆訊將於10月9日在高等法院審理。天琦的家人及好友慎重權衡後，決定聘請資深大律師代表天琦上訴。由於所費不菲，我們無奈之下發起眾籌，冀望聚沙成塔，目標金額為35萬，誠盼各位可與天琦同行。義工小組 敬上眾籌連結：https://gogetfunding.com/edwardleungappeal/眾籌目標：35萬港元（包括平台手續費6.9%，達標即止，為免加重大家的負擔，我們希望每人捐款不多於1000元）【call for funding for edward leung's sentence appeal】dear fellow hong kongers,as you all know, edward&rsquo;s sentence appeal hearing will be held in the high court on october 9.  after much thought and consideration, we decided to hire a senior counsel to represent edward in the appeal case.  in order to cover the significant legal costs, we would like to raise hk$350,000 through crowdfunding.  we sincerely hope that you could give edward a hand and thank you in advance for your contribution.with warmest regards,edward&rsquo;s volunteer teamcrowdfunding link: https://gogetfunding.com/edwardleungappeal/crowdfunding target: hk$350,000 &ndash; including the platform handling fee of 6.9% and will end once the target is met. we advise that each person shall donate no more than hk$1,000.",0,0,"為 天琦 刑期 上訴 眾籌 各位 愛護 天琦 的 香港人 相信 大家 一直 有 關注 天琦 的 消息 他 的 刑期 上訴 聆訊 將於 月 日 在 高等法院 審理 天琦 的 家人 及 好友 慎重 權衡 後 決定 聘請 資深 大律師 代表 天琦 上訴 由於 所費不菲 我們 無奈 之下 發起 眾籌 冀望 聚沙成塔 目標 金額 為 萬 誠盼 各位 可 與 天琦 同行 義工 小組 敬上 眾籌 連結 眾籌 目標 萬 港元 包括 平台 手續費 達標 即止 為免 加重 大家 的 負擔 我們 希望 每人 捐款 不多於 元"
"這個不是一般的老外，他創辦的“that's xx”其實一直是自00年代後在大陸大量expat的盲公竹跟精神食糧，他肯定經歷了他的認知過程才離開，對大陸的了解一定比這裡的五毛深，因了解而分開。（他住莫干山，相信這裡的五毛連莫干山是什麼地方也不知道）跟他同樣體驗的人應該愈來愈多。。。",2,1,"這個 不是 一般 的 老外 他 創辦 的 其實 一直 是 自 年代 後 在大陸 大量 的 盲公竹 跟 精神 食糧 他 肯定 經歷了 他 的 認知 過程 才 離開 對 大陸 的 了解 一定 比 這裡 的 五毛 深 因 了解 而 分開 他 住 莫干山 相信 這裡 的 五毛 連 莫干山 是 什麼 地方 也 不知道 跟他 同樣 體驗 的 人 應該 愈來愈多"
"見到689反應就知海洋公園可以係舊肥豬肉",0,0,"見到 反應 就知 海洋公園 可以 係 舊 肥豬肉"
"河童夠有女拉，五通貪佢似河童咩，明顯系愛拉",2,1,"河童 夠有 女拉 五通 貪 佢似 河童 咩 明顯 系愛拉"
"一名男子駕駛一部橙色電單車沿灣仔謝斐道行駛，當時車尾插有「光復香港 時代革命」旗幟，當電單車駛至柯布連道交界時，突然遭防暴警阻止前進，並將鐵騎士從車上拉落地制服。數名防暴警將男子壓在地上，並將他拖行。#港版國安法",0,0,"一名 男子 駕駛 一部 橙色 電單車 沿 灣仔 謝斐道 行駛 當時 車尾 插有 光復香港 時代革命 旗幟 當 電單車 駛至 柯布連道 交界 時 突然 遭防 暴警 阻止 前進 並將 鐵騎士 從 車上 拉 落地 制服 數名 防 暴警 將 男子 壓在 地上 並將 他 拖行 港版 國安法"
"點奶共呀屌？唔通入面個清潔阿嬸都唔係人？",1,1,"點 奶共 呀 屌 唔通 入面 個 清潔 阿嬸 都 唔係 人"
"大佬呢個點睇都路人啦見人性感少少就濫權拘捕帶上車係咁渣波",0,0,"大佬 呢個 點睇 都 路人 啦 見人 性感 少少 就 濫權 拘捕 帶 上車 係咁 渣波"
"強國人 ;p",2,1,"強國人"
"民建聯支持警察用私刑，鼓勵警察同市民對立，真正撕裂社會始作俑者，不是真心愛國愛港，只係想巴結執法人員求方便，無恥。",0,1,"民建聯 支持 警察 用 私刑 鼓勵 警察 同 市民 對立 真正 撕裂 社會 始作俑者 不是 真心 愛國愛港 只係 想 巴結 執法 人員 求 方便 無恥"
"片定老母？",0,0,"片定 老母"
"感謝戴教授youtube訂閱大挑戰 推上十萬！大家可唔可以幫手訂閱呢個黃圈頻道呢個頻道主要係剪輯d藍絲建制派議員嘅柒嘢同埋做實事議員嘅事蹟 同時亦會拍啲時事分析片大家幫手訂閱cls thx打好youtube戰線 高手紹：<U+2B07><U+FE0F>",1,1,"感謝 戴 教授 訂閱 大 挑戰 推上 十萬 大家 可唔可以 幫手 訂閱 呢個 黃 圈 頻道 呢個 頻道 主要 係 剪輯 藍絲 建制派 議員 嘅 柒 嘢 同埋 做 實事 議員 嘅 事蹟 同時 亦會 拍 啲 時事 分析 片 大家 幫手 訂閱 打好 戰線 高手 紹"
"呢間咁撚多藍絲就由鳩佢自生自滅啦",1,1,"呢間 咁撚多 藍絲 就由 鳩 佢 自生自滅 啦"
"大家唔好再推啲無謂post例如下面嗰個垃圾post都可以推上熱門你地係咪傻撚咗https://lih.kg/1436041- 分享自 lihkg 討論區開post嗰條友擺明係另類五毛，不停開建制派啲廢話post，擺明引人入去鬧啲建制，推走其他有用post你係個post笑柒689有用咩，大家好好地運用block同不推文回覆個功能好嗎",3,1,"大家 唔好 再推 啲 無謂 例如 下面 嗰個 垃圾 都 可以 推上 熱門 你地 係咪 傻撚咗 分享 自 討論區 開post 嗰條友 擺明 係 另類 五毛 不停 開 建制派 啲 廢話 擺明 引人 入去 鬧 啲 建制 推走 其他 有用 你 係 個post 笑柒 有 用咩 大家 好好地 運用 同 不 推文 回覆 個 功能 好嗎"
"160公里…此老解的海中大喇叭厲害得多",0,0,"公里 此 老解 的 海中 大 喇叭 厲害 得多"
"小朋友,你拿呢個角度呢講係ok嫁不過例子舉得太差,你講咩教恐怖襲擊教洗腦既脫離我地討論既主題而且太過偏激la,根本冇說服力你試下諗清楚再回多次你可以更加有pt嫁",0,0,"小朋友 你 拿 呢個 角度 呢講 係 嫁 不過 例子 舉得 太差 你 講咩 教 恐怖 襲擊 教 洗腦 既 脫離 我地 討論 既 主題 而且 太過 偏激 根本 冇 說服力 你 試下 諗清楚 再 回 多次 你 可以 更加 有 嫁"
"都係老毛醒目， 無核武， 美國佬早已來搶劫 !",2,0,"都係 老毛 醒目 無 核武 美國佬 早已 來 搶劫"
"其實菲律賓政府在人質事件上沒有什麼錯,但香港一班刁民(人質事件生還者與沒腦根的市民)和政棍(涂謹申之類)就死要人地道歉賠償,這就是香港人(所謂自稱自己是真正的香港人)常說的核心價值與香港人的精神嗎? :",2,1,"其實 菲律賓 政府 在 人質 事件 上 沒有 什麼 錯 但 香港 一班 刁民 人質 事件 生還者 與 沒腦根 的 市民 和 政棍 涂謹申 之類 就 死要 人地 道歉 賠償 這 就是 香港人 所謂 自稱 自己 是 真正的 香港人 常說 的 核心價值 與 香港人 的 精神 嗎"
"痴綫啦、豬肉佬牛肉佬都有刀<U+35CE>又唔見佢地見到差人就攞把刀出呢裝修都唔係個個有刀、係牆紙佬至袋把牆紙刀、但都唔會係街攞出尼",0,0,"痴 綫 啦 豬肉佬 牛肉 佬 都有 刀 又 唔見 佢地 見到 差人 就 攞把 刀出 呢 裝修 都 唔係 個個 有刀 係 牆紙 佬 至袋 把 牆紙 刀 但 都 唔會 係 街 攞出 尼"
"証實左支那殖民好成功日日150個計返都大約7個人就有1個係仲要佢地都係齊心搞尻香港",1,1,"証實 左 支那 殖民 好成功 日日 個 計返 都 大約 個人 就有 個 係 仲要 佢地 都係 齊心 搞 尻 香港"
"人呢？等緊你地呀",0,0,"人呢 等緊 你地 呀"
"外國冇錢？:",0,0,"外國 冇錢"
"你想笑死我咩？又多一隻黃絲廢柴，依家阿斯利康證明左第三期報告係廢架，咁你仲問乜野第三期報告呀",0,1,"你 想 笑死我 咩 又 多 一隻 黃絲 廢柴 依家 阿斯利康 證明左 第三期 報告 係 廢架 咁 你 仲問 乜野 第三期 報告 呀"
"暴徒及佢地既支持者，你地聽下其他人講啦，當局者迷，旁觀者清",0,1,"暴徒 及 佢地 既 支持者 你地 聽下 其他人 講啦 當局者迷 旁觀者清"
"支持黑醫護集體辭職！",2,1,"支持 黑 醫護 集體 辭職"
"何妖你條仆街",3,1,"何妖 你條 仆街"
"證明行動有效，仲好多潛伏五毛飆左出嚟。",2,1,"證明 行動 有效 仲好 多 潛伏 五毛 飆 左 出嚟"
"如果用實彈，果班黃狗邊夠膽阿支阿左，一早狗影都冇。",2,1,"如果 用 實彈 果班 黃狗 邊 夠膽 阿支 阿 左 一早 狗影 都冇"
"舉一d實例好喎, 好似以前個警察話朋友間分享閃卡係合法, 其實令大家識咗唔少朋友",0,0,"舉一 實例 好喎 好似 以前 個 警察 話 朋友 間 分享 閃卡 係 合法 其實 令 大家 識咗 唔少 朋友"
"傳撚夠fake news未",1,1,"傳 撚 夠 未"
"好明顯走資走得幾多得幾多遲啲無左香港無地方洗白啲錢",0,0,"好明顯 走資 走得 幾多 得 幾多 遲啲 無左 香港 無地方 洗白 啲 錢"
"閪女人只會怪人唔會覺得自己做錯",1,1,"閪女 人 只會 怪人 唔會 覺得 自己 做錯"
"香港有事，大陸沒有邦助嗎？你可以繼續裝睡。。。。",0,0,"香港 有事 大陸 沒有 邦 助嗎 你 可以 繼續 裝睡"
